Actual_From,Actual_To,Weight
14,795,0.10980831614976598
14,796,0.11035050038221529
14,797,0.11028286799063963
14,1239,0.07164397873790952
15,795,0.10976984127613106
15,796,0.11030994050702028
15,797,0.11023629749921995
15,1239,0.0715970248424337
16,19,0.2532570498127925
16,124,0.13157449399063964
16,731,0.02831875943525741
16,733,0.02787306188299532
16,734,0.027905381101404055
16,735,0.0279292172074883
16,736,0.028027404346333853
16,737,0.028505754213728553
16,813,0.49574360761310454
16,1195,0.13477360448361933
16,1196,0.053085110619344775
16,1197,0.04896539306864275
16,1199,0.13559081387987518
16,1201,0.12139292488455539
17,1196,0.05145391262870515
17,1197,0.047436268975039
18,1196,0.05174260786115445
18,1197,0.04770986417316693
19,1196,0.05337649176131046
19,1197,0.049250752191887674
20,1196,0.052377118585023405
20,1197,0.04830288922464898
21,838,0.05804429355382215
21,839,0.057937685572542905
21,840,0.05718586623400936
22,999,0.19913468282371297
22,1000,0.19906642817472697
23,999,0.199799120374415
23,1000,0.19983306586583463
24,999,0.19754673859594382
24,1000,0.19765794430577224
25,999,0.20175151887675505
25,1000,0.201757527925117
26,999,0.20176793987519498
26,1000,0.20168503344773792
28,147,0.14810744284711388
28,953,0.20149832517316693
28,1238,0.21577119834633385
29,147,0.1482613084851794
29,953,0.20107638373634945
29,1238,0.2154036064274571
30,466,0.16857202761310452
30,468,0.03394010240405616
30,469,0.05024683696411856
31,466,0.13719767025429017
31,468,0.027317918255850233
31,469,0.04364677023400936
32,464,0.035124921726989076
32,465,0.034531070566302655
33,460,0.0786040107925117
33,461,0.07383557547269891
33,462,0.07532116558190327
33,468,0.02719243797347894
33,1339,0.2888668425897036
34,464,0.044317691990639625
34,465,0.04258553364118565
34,466,0.16871170059282373
34,469,0.05024093120592824
35,464,0.03359983556318252
35,465,0.033422973121684865
35,466,0.13421629821840875
35,469,0.04237058921060843
36,279,1.0
36,1178,1.0
37,910,0.019713304586583463
37,911,0.02036065611076443
37,912,0.02062765616692668
37,914,0.022111782978159127
37,915,0.019974824694227768
37,916,0.02022327549297972
38,297,0.15417151924804992
38,321,1.0
38,627,0.018754510274570983
38,910,0.019351715450858033
38,911,0.02035718145397816
38,912,0.02054823915522621
38,914,0.02154609481045242
38,915,0.019988571663026523
38,916,0.02023363751170047
38,933,0.03016169929329173
38,934,0.02752933041653666
38,935,0.027330233358814352
38,936,0.35620745163806555
38,937,0.35374255517940717
38,938,0.10243491148829953
38,939,0.0466956845600624
38,940,0.04757500481123245
38,1008,0.15534014804524182
39,98,0.5166024570358814
39,99,0.5167325392667707
39,290,0.043435967742589704
39,291,0.043586613388455535
39,393,0.19386874508580343
39,496,0.5505405936973479
39,685,0.293144793525741
39,686,0.07619514158658347
39,687,0.08654504159594384
39,688,0.5493415057878315
41,1040,0.10115836483151328
42,43,0.11260905140561622
42,69,0.06777978439469579
42,70,0.03946608228081123
42,71,0.10849690757098285
42,103,0.09454820659282372
42,108,0.018589374722308892
42,129,0.3375849032137285
42,162,0.2020375173478939
42,215,0.05235119589703588
42,216,0.1045768304773791
42,227,0.05490084811700468
42,249,0.0795691225475819
42,250,0.08531801180655225
42,251,0.05343145131201248
42,252,0.06576851305928237
42,253,0.05222151871606864
42,429,0.033678276131045244
42,430,0.03205432865678627
42,431,0.03722707065054602
42,498,0.33621724636505457
42,499,0.07674870539313573
42,549,0.04329424200780031
42,551,0.03938838990639625
42,710,0.07799465129173166
42,723,0.13391587558814352
42,726,0.3359517807488299
42,731,0.02908207552106084
42,737,0.029353428542901714
42,752,0.1509420595803432
42,789,0.04532514534789392
42,819,0.03154956879875195
42,821,0.07876548798751949
42,822,0.13482203175195007
42,823,0.1342810863198128
42,837,0.05044649634321373
42,844,0.26032197920436817
42,872,0.12243228953510141
42,887,0.1302036564898596
42,960,0.1914993769422777
42,961,0.15106234704836194
42,962,0.13985366567706708
42,966,0.3360429926209048
42,967,0.3369865611076443
42,968,0.3383852151950078
42,969,0.33578452502340095
42,1054,0.04656703226365055
42,1092,0.02868403742277691
42,1259,0.3362070016380655
42,1260,0.09217455288143526
42,1340,0.06470848407956319
42,1341,0.05809501999375975
43,369,0.18761067109204368
43,789,0.04585035369422777
43,1121,0.10781392879407177
43,1122,0.1021890351700468
43,1123,0.1284926971872075
43,1348,0.3592255236973479
44,43,0.11125708174726989
44,69,0.06699928523712949
44,70,0.038980176182527304
44,71,0.10722359172698909
44,103,0.09335886795319813
44,108,0.018394567069422777
44,129,0.33310121326053044
44,162,0.2001396637597504
44,215,0.05183120467550702
44,216,0.10306853287051482
44,227,0.05414383274102964
44,249,0.07888346267082684
44,250,0.08450200097971919
44,251,0.05281736502340093
44,252,0.065036976900156
44,253,0.05137233462402496
44,429,0.03331947828393136
44,430,0.031639006605304214
44,431,0.03688891309048362
44,498,0.3329269417628705
44,499,0.07587594114040562
44,549,0.042870102165366616
44,551,0.038937556179407175
44,710,0.0768513942823713
44,723,0.13198733142901714
44,726,0.333010032449298
44,731,0.02879827665054602
44,737,0.029044231488299533
44,752,0.1498247861622465
44,789,0.04484039262402496
44,819,0.031125152975039
44,821,0.07779799756162246
44,822,0.1335300104102964
