Node_idx,Weight
0,0.6002100731823105
1,0.6007211361641376
2,0.6618883869105557
3,0.6895401940123133
4,0.6911440434639666
5,0.6625608982269339
6,0.5548803543250399
7,0.5550406885070915
8,0.6610637412895605
9,0.6609367577811375
10,0.6606069156314155
11,0.6608853498857892
12,0.6611241111594998
13,0.7565778727969645
14,0.578329297218076
15,0.5382627415915912
16,0.48287912282450907
17,0.6087799356810107
18,0.6087458255838312
19,0.4223461477384445
20,0.6088864555292035
21,0.5359370276296612
22,0.3508439054813006
23,0.34755755317034226
24,0.352184671680702
25,0.3483584208221726
26,0.34496900085342985
27,1.0
28,0.592183102884626
29,0.5968653739516628
30,0.2225737762691599
31,0.44334546671328984
32,0.5
33,0.323552114698557
34,0.16627187066473995
35,0.16642970030109433
36,0.23188644966952326
37,0.5037533254387646
38,0.4428944815093293
39,0.5805713721742465
40,1.0
41,0.1291975199862674
42,0.3744098488523042
43,0.38553087906542943
44,0.3964278999164952
45,0.37572301545206527
46,0.5735179724171717
47,0.5732836423102027
48,0.0
49,0.6646573527548282
50,0.6336524371139061
51,0.6308556389485669
52,0.0
53,0.4647843493281054
54,0.41730228641813094
55,0.6109183440721464
56,0.643164919450964
57,0.5396965170504947
58,0.6560539810986676
59,0.4648261192806481
60,0.24999999999999997
61,0.7604038614546745
62,0.0
63,0.0
64,0.6815143424052753
65,0.8039663660365629
66,0.4492691412235162
67,0.30570603398271906
68,0.5
69,0.3548023819923161
70,0.2951903655872081
71,0.5177132292752203
72,0.2900336378527303
73,0.6348753135050953
74,0.5540721427329195
75,0.5165916849657
76,0.7503525032710492
77,0.7534398435270668
78,0.7520060725509204
79,0.7504195216437524
80,0.7519188348622516
81,0.8403727730097063
82,0.7731805837206047
83,0.9220624244119745
84,0.9214951363734447
85,0.705562920088491
86,0.6990094620156102
87,0.6314358651838676
88,0.7132109403845533
89,0.6254180294263079
90,0.6331144584369905
91,0.65047255245958
92,0.6967195934733792
93,0.6380902864967098
94,0.6603728035862956
95,0.0
96,0.0
97,0.0
98,0.6519471740299306
99,0.7080909107007713
100,0.36342257141124845
101,0.3037064259835468
102,0.75
103,0.40359185513446005
104,1.0
105,0.08042586465180929
106,0.5
107,0.5045643018370594
108,0.1757052383864055
109,0.8067009403612282
110,0.47242542580963354
111,0.5317239800371031
112,0.7471803531857751
113,0.5347650476469571
114,0.23537411752622328
115,0.0
116,0.25
117,0.3743853911098187
118,0.3752381772246378
119,0.5847629959433184
120,0.43240240949406494
121,0.49999994636207956
122,0.5000000138016891
123,0.3232055730673995
124,0.2284617394958709
125,0.5325712249506854
126,0.3510803538840429
127,0.4814904695847201
128,0.4117051086424059
129,0.9880928288846528
130,0.0
131,0.3456923924245414
132,0.5930819228674433
133,0.2406260372208798
134,0.530200535458338
135,0.45003147478652006
136,0.542929100832055
137,0.5
138,0.3183485660537684
139,0.3103700072285149
140,0.3049194362272042
141,0.2857332161834361
142,0.6976461561358487
143,0.7009424361208823
144,0.6734618123773923
145,0.6733940372036658
146,0.3410487321645848
147,0.38110410116634363
148,0.7051375439540492
149,0.6060163886344254
150,0.88636500772278
151,0.0
152,0.0
153,1.0
154,0.39844744096658513
155,0.3455719832912287
156,0.6123550873363183
157,0.3199117945936586
158,0.0
159,0.0
160,0.8607004282972028
161,0.2545204628838511
162,0.18626780991320618
163,0.3456509228083137
164,1.0
165,0.5321647102640671
166,0.7450604784167517
167,0.5246848831819847
168,0.47301974993334345
169,0.5655630244479394
170,0.5699340192962067
171,0.5731465636445997
172,0.583128594003405
173,0.5677595465425687
174,0.27556904317739805
175,0.06102145796463449
176,0.16932192573569857
177,1.0
178,0.3593683724851984
179,0.4885237897597145
180,0.49668501286407285
181,0.4945445515436522
182,0.48960284884708827
183,0.4956826886480662
184,0.4954770503018368
185,0.4857997346978804
186,0.4931077887399044
187,0.4885636146094599
188,0.49201830437845806
189,0.5
190,0.4362551414611442
191,1.0
192,0.24653330077195207
193,0.21915643566517318
194,0.5011019163066344
195,0.8471684303070429
196,0.0
197,0.0
198,0.33326029235072513
199,0.5
200,1.0
201,1.0
202,1.0
203,1.0
204,1.0
205,1.0
206,0.0
207,0.0
208,0.9278482579894909
209,0.43940974767873736
210,0.275475251076189
211,0.1381896469483232
212,0.6441642310452929
213,0.24771649745035237
214,0.6290760386391554
215,0.20358191412336396
216,0.25297280973703995
217,0.0
218,0.20167228256928674
219,0.537397310382132
220,0.0
221,0.46478180900055177
222,0.19837669206293632
223,0.6057863375333766
224,0.0
225,0.5
226,0.5
227,0.23990266819728734
228,0.7330056174531716
229,0.6902909043015679
230,0.0
231,0.5
232,0.5
233,0.75
234,1.0
235,0.33481876936019966
236,0.7422713148439406
237,0.7220898262827613
238,0.701702215288707
239,0.41922284338319427
240,0.42869335254528124
241,0.4823268626154365
242,0.42377640815806467
243,0.4185637703219236
244,0.43534764407055276
245,1.0
246,0.22359266822514845
247,0.22971211190760238
248,0.6314903803322529
249,0.2740470799307153
250,0.2908134866669627
251,0.25211339433987817
252,0.27035614731135954
253,0.2541154057814912
254,0.3848640761718283
255,0.4714611505337414
256,0.44936097787509605
257,0.2211138877279442
258,0.5400909280558457
259,0.536414215221124
260,0.6806928399094121
261,0.687442306097908
262,0.6825709927802666
263,0.6366232812537331
264,0.6239848172965909
265,0.33824570852301217
266,0.21441491618075836
267,0.6789571946418448
268,0.6791770803330268
269,0.6662230255864194
270,0.4688845287539887
271,0.47267708043158957
272,0.4714449988339599
273,0.24676116104713888
274,0.649262512726955
275,1.0
276,0.3166684920199044
277,0.12143493353017386
278,0.0
279,0.0
280,0.0
281,0.40165175875669484
282,0.46944695683006477
283,0.7004692455715811
284,0.4436478021449062
285,0.48152675683238066
286,0.4159715009312005
287,0.5536999520929007
288,0.49140872812970293
289,0.2481799836679076
290,0.24482293198377525
291,0.2507432990810078
292,0.4273869235844685
293,0.3260999193229005
294,0.44203728691016614
295,0.44916739617947465
296,0.0
297,0.11039866614303093
298,0.30638256110494205
299,0.6425280371364629
300,0.8276901782242301
301,0.5500351603193199
302,0.5387414897042118
303,0.0
304,0.0
305,0.0
306,0.0
307,0.7385273602261626
308,0.7370883303955084
309,0.731077760890904
310,0.75
311,0.227594802442161
312,0.6282749563647307
313,0.0
314,1.0
315,0.8432767653959687
316,0.44019055004130125
317,0.0
318,0.5153313033764698
319,0.0
320,0.0
321,0.75
322,0.6074410122408883
323,0.6751366029925328
324,0.5407227043916127
325,0.07875881775006767
326,0.4584865608496234
327,0.13178807974427995
328,0.5664445158627914
329,0.5
330,0.9621834464660594
331,0.9461941742315091
332,0.9820560768546315
333,0.9752449438002283
334,0.9568667225212382
335,0.5
336,0.45028622494244164
337,0.45430160780606715
338,0.4864676708698735
339,0.45835269815680707
340,0.4572796512778596
341,0.48281882312264546
342,0.5
343,0.4652490408956918
344,0.4650678807815858
345,0.3679478358412266
346,0.29560135703799945
347,0.2831518789282345
348,0.6239349553237468
349,0.5394296899229383
350,0.7953459340770198
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.22777485817609397
357,0.08888888888888886
358,0.5331786329004278
359,0.5563535614064464
360,0.40592195664491315
361,0.4043523167820953
362,0.4056947205579272
363,0.47104758996342644
364,0.9578371808347149
365,1.0
366,0.9173530264447116
367,0.8316714745946214
368,0.8040572326032054
369,0.3728671604197942
370,0.2679247769740821
371,0.3591607058060802
372,0.4620193721301325
373,0.6010937386632134
374,0.7392127712044145
375,0.41895883665410816
376,0.5222351667222684
377,0.523072760536086
378,0.5242257737702786
379,0.334494345400627
380,0.6692835719329036
381,0.4424261078680508
382,0.0
383,0.545891706440455
384,0.4721138271036259
385,0.48026968932236086
386,0.8417340158425859
387,0.8392931341918288
388,0.28496470251234246
389,0.75
390,0.25
391,0.4861649822120606
392,0.0
393,0.40874980306821596
394,0.4999999999999999
395,0.3951393840954713
396,0.6280806484171487
397,0.3384768732341481
398,0.09694829636127393
399,0.2383690396891609
400,1.0
401,0.0
402,1.0
403,0.48202098095824836
404,0.4751622556361384
405,0.7052909394034017
406,0.2870110237681071
407,0.282784342013552
408,0.0
409,0.25000000000000006
410,0.4243644638513576
411,0.3817032978218048
412,0.5844068566184967
413,0.39465039814081754
414,0.6406671826583608
415,1.0
416,1.0
417,0.0
418,0.0
419,0.281072382434517
420,0.5740626603670018
421,0.5764793909277598
422,0.5140238045345318
423,0.5
424,0.437722556729724
425,0.4533091908258089
426,0.6593989557435276
427,0.33754413892568913
428,0.3401150727781751
429,0.20809850089273016
430,0.12750464694099733
431,0.31669973976427207
432,0.5
433,0.7333403636251098
434,0.7473739825829633
435,0.5
436,0.6175404251037395
437,0.75
438,0.25511806376792245
439,0.2367600509830532
440,0.42311659869522317
441,0.26923879677881013
442,0.34394376749638067
443,0.18760640264447856
444,0.17481833130491475
445,0.5148974869371343
446,0.41892850305593454
447,0.12833899349315836
448,0.10697723101983117
449,0.12593492854577285
450,0.16752834717725215
451,0.10783945072715846
452,0.10778750645811452
453,1.0
454,0.5272226643225217
455,0.5
456,0.0
457,0.0
458,0.8328727881996694
459,0.29267127210744165
460,0.5754680750233463
461,0.47053305828115843
462,0.5071842884428123
463,0.6929908234959199
464,0.290157357784084
465,0.2692523654041453
466,0.7511242080836547
467,0.6430905917243088
468,0.11457174258716252
469,0.28696572824949096
470,0.43815272062039495
471,0.43458200318543505
472,0.41942326012431563
473,0.4694278045038114
474,0.4319598989590834
475,0.43291197641803547
476,0.4239996254298426
477,0.4395640685954856
478,0.4385104270454412
479,0.42757521473792715
480,0.0
481,0.22097182667044754
482,0.0
483,0.9320396609714281
484,0.5
485,0.75
486,0.25054452493035273
487,0.8954504231220441
488,0.8947132607841374
489,0.8959042981156137
490,0.30187490001800393
491,0.2933630341305678
492,0.5807405511751735
493,0.539973476094375
494,0.5335243462232685
495,0.5477729160643567
496,0.586844417709388
497,0.09782175208866255
498,0.9877974425897497
499,0.1574769463099239
500,1.0
501,0.18482821904630778
502,0.25000000000000006
503,0.25000000000000006
504,0.5838621892913802
505,0.5498254314542648
506,0.43112918676240236
507,0.4577314009820906
508,0.8837486978286181
509,0.8804811260917211
510,0.0
511,0.5635185485523146
512,0.2533409866545803
513,0.3625628776856151
514,0.35923132604494556
515,0.36103860846843494
516,0.3597062308161839
517,0.8786550056274176
518,0.6336498365817956
519,0.5208565327693269
520,0.436568224512784
521,0.44486520229484156
522,0.16383663618814903
523,0.4999999999999999
524,0.5111985674886452
525,0.4510677054432778
526,0.6283495052853832
527,0.46425199328473493
528,0.507279888156984
529,0.45943102540036135
530,0.43959295969505646
531,0.45421834741235356
532,0.4844733442722385
533,0.24999999999999994
534,0.2800652028096665
535,0.1440543130781602
536,0.8228771337435998
537,0.7960275076702518
538,0.5055966933150232
539,0.0
540,0.6208188756720596
541,0.5906340512554981
542,0.6985413907856732
543,0.6698099947132318
544,0.4721576520003978
545,0.6960263158698314
546,0.4211218991708718
547,0.5267032056641443
548,1.0
549,0.1336918085924127
550,0.36932283162316454
551,0.15840282181967072
552,0.6834563619976632
553,0.6792190885392169
554,0.6825498552256339
555,0.6810798207494431
556,0.6829443287150819
557,0.6824735754699687
558,0.6968978167409093
559,0.6758914091101147
560,0.43961094084179014
561,0.8237342516805668
562,0.400182233347646
563,0.4714041792882247
564,0.09168975258065291
565,0.2868150453958265
566,0.0
567,0.674858571948742
568,0.6595430460782941
569,0.6965876959244485
570,0.6802841952269154
571,0.5712368903445891
572,0.566969684754008
573,0.528559373455581
574,0.5040796045506841
575,0.4771929654526973
576,0.6771520689170554
577,0.4871355505600271
578,0.5471507231070736
579,0.6865239798223607
580,0.3448560329081725
581,0.6885132242724449
582,0.33365285978608633
583,0.0
584,0.0
585,0.10889637580536962
586,0.475564411088995
587,0.46884182557201215
588,0.49752752900206415
589,0.43140273839284204
590,0.6721705824457949
591,0.3450837980820107
592,0.3878114633527202
593,0.3202590656564942
594,0.41744848748840585
595,0.8226071216433277
596,0.12468401962844801
597,0.6217795334550971
598,0.26113018193592774
599,0.3448349310705574
600,0.48607710889563016
601,0.5691107171302525
602,0.5567819056770884
603,0.551304065373888
604,0.48041413940016
605,0.5108771332723041
606,0.5064507556546274
607,0.47699026620811247
608,0.5528337526693055
609,0.4578534983992294
610,0.8414188914957111
611,0.8449323470612188
612,0.31703791176577706
613,0.3778678713594714
614,0.8437137473911374
615,0.24579715171268843
616,0.4525317858750587
617,0.45990466225168825
618,0.40315576450722984
619,0.15503311225546001
620,0.48383724563524355
621,0.6318198742160274
622,0.711643026865025
623,0.5879316769198981
624,0.6737346803977393
625,0.4658441837084976
626,0.3537055457950009
627,0.13775631907332686
628,0.14993143018677701
629,0.20887280731199148
630,0.24926730054580615
631,0.3730095837316515
632,0.6397030477082475
633,0.35339057706350724
634,1.0
635,0.4234541544471278
636,0.49999999999999994
637,0.49999999999999994
638,0.5
639,0.5
640,0.4724595795900801
641,0.40884031534771315
642,0.0749658771019141
643,1.0
644,0.18044583908131456
645,0.44507446841768594
646,0.796073683986952
647,0.7912548649107594
648,0.36800408592024175
649,0.44221400517799875
650,0.4356142398248032
651,0.4310445550028611
652,0.43254792726489805
653,0.4226952134291686
654,0.4232603277423004
655,0.6641248593760987
656,0.6449163939031124
657,0.2973023223909438
658,0.6472465024144285
659,0.6513420616343242
660,0.41368252187608634
661,0.008375275249634499
662,0.0119150803229632
663,0.05390099939773346
664,0.43557868488892304
665,0.22150870370570958
666,0.5228370814708728
667,0.5300557798525599
668,0.27697028467565865
669,0.5691905424546897
670,0.47430587804373375
671,1.0
672,1.0
673,1.0
674,1.0
675,1.0
676,1.0
677,1.0
678,1.0
679,1.0
680,1.0
681,0.3418643988922739
682,0.15103849058959867
683,0.15632060393228836
684,0.43970737697534545
685,0.4782727315213344
686,0.4048689791332222
687,0.40339925229128426
688,0.5380853060209057
689,1.0
690,1.0
691,0.5330128295903356
692,0.47477173307170273
693,0.554711164737985
694,0.5906099315649127
695,0.4557864885563383
696,0.5
697,0.5516485090093621
698,0.75
699,0.2739049194220483
700,0.0
701,0.5777360537771377
702,0.5
703,0.5728046824747066
704,0.3539788163120389
705,0.7182783432150279
706,0.762805984835075
707,0.4042172202654625
708,0.3757824078816461
709,0.3816307370697606
710,0.25202218800708726
711,0.5
712,0.4482851978772364
713,0.2139350719531881
714,0.1908687244303017
715,0.40812346185345505
716,0.0
717,0.0
718,0.29625650108424795
719,0.5083577980493711
720,0.0
721,0.3390532732482572
722,0.3699324619975543
723,0.2871387687108836
724,0.49999999999999994
725,0.10640796062678032
726,0.6121971762995294
727,0.5
728,1.0
729,0.0
730,0.0
731,0.2541656853178289
732,0.17399021643804763
733,0.20956418670163882
734,0.2047084378175812
735,0.22085814697245243
736,0.22757646069297574
737,0.19303606131023493
738,0.7303136160282929
739,0.2934343911613583
740,0.17409937985043344
741,0.27842053652897536
742,0.28785462773405784
743,0.16864904952379187
744,0.0
745,0.6794648857662239
746,0.6670574645038617
747,0.44282833564421176
748,0.839149567320947
749,0.2525499085034998
750,0.8348133538071957
751,0.35698189117828394
752,0.42953285346795167
753,0.5
754,0.6314126275542984
755,0.4599707162680374
756,0.36477159428223144
757,0.6243535268773723
758,0.4340853847956365
759,0.5143081949096764
760,0.5203279010825536
761,0.1870258769790332
762,0.4169228869761247
763,0.39283211118786077
764,0.4059740452296049
765,0.44138087026222744
766,0.489844711628141
767,0.34466219979746077
768,0.3472300509450948
769,0.07155919894291712
770,0.3468891020529392
771,0.6949121451068008
772,1.0
773,1.0
774,0.4785980952717819
775,0.44938852106150284
776,0.7492413264202441
777,0.7470117519251678
778,0.5
779,0.3465406713618096
780,0.8760717651879941
781,0.5170804815265252
782,0.2088496779506394
783,1.0
784,1.0
785,0.6945938742047246
786,0.3620643888445646
787,0.5265856324429573
788,0.5525149353252695
789,0.24405333896184092
790,0.4264351898689558
791,0.7770257988561388
792,0.03805277725146103
793,0.20075366104886333
794,1.0
795,0.3921565460674681
796,0.44311601895910246
797,0.3881350631082404
798,0.45004704345127833
799,0.4511285740427686
800,0.0
801,0.0
802,0.4303424108231419
803,0.7484691997274813
804,0.45447465564868866
805,0.45154725035618953
806,0.47520905660413626
807,0.3607232189497309
808,0.5178495793886158
809,0.5603142876330706
810,0.27748824809535605
811,0.2011425566120264
812,0.0
813,1.0
814,0.4239760829129935
815,0.16666666666666666
816,0.29831889666715394
817,0.47878993487409305
818,0.38498610273285444
819,0.1653656183343466
820,0.3678643920935424
821,0.3140953316681693
822,0.4091804856167823
823,0.4091368071268748
824,0.6444722701603401
825,0.7167860010363188
826,0.2404505904631315
827,0.3785776852450889
828,0.368642386472081
829,0.2156973645359122
830,0.0
831,0.0
832,0.0
833,0.75
834,0.1566780265774631
835,0.874321395363881
836,0.5696575431903411
837,0.3015507453329526
838,0.5161776484821123
839,0.5807834744491229
840,0.5120010086224709
841,0.4626175677548841
842,0.5356554176362374
843,0.6355760585497582
844,0.6191370238719837
845,0.150929913976861
846,0.5
847,0.5510636089103951
848,0.47070054262111466
849,0.45964800117616395
850,0.8292628662009542
851,0.30509136838952877
852,0.9816281497302146
853,0.9836990840494869
854,0.6528737458465931
855,0.3627482887947462
856,0.0
857,0.5
858,0.28638375616318684
859,0.3735803927798963
860,0.6940451879667549
861,0.6892507544445738
862,0.0
863,0.525132109719525
864,0.5457798131038968
865,0.47833965716469257
866,0.500755371591435
867,0.0
868,0.1329994263067556
869,1.0
870,0.9873572772757044
871,0.5157588154003817
872,0.28977928486848575
873,0.5166339115205278
874,0.5172673515995979
875,0.512210988370341
876,0.5733883983708064
877,0.565176358908213
878,0.549097891336976
879,0.5337412260806739
880,0.19558848256639733
881,0.0
882,0.0
883,0.2612439798680582
884,0.329688084719523
885,0.5566871871640375
886,0.5277917135375845
887,0.40860302603669657
888,0.35552339735019545
889,0.8821672645315972
890,0.5226885204797737
891,0.5213599452113553
892,0.5256993424255333
893,0.25000000000000006
894,0.25000000000000006
895,0.0
896,0.5169263933912509
897,0.44437770679177757
898,0.43973292269558617
899,0.39383284722577583
900,0.3781037229415808
901,0.5001709677959525
902,0.477065361512484
903,0.39580040730394056
904,0.39060589938792234
905,0.39638042787837763
906,0.39709517981706277
907,1.0
908,0.5736888185067813
909,0.0
910,0.18806108075183103
911,0.2028304479598882
912,0.20442574895778926
913,0.3133141605374258
914,0.20950451771328987
915,0.20460004430540724
916,0.20340340697346132
917,0.0
918,0.3125920341930173
919,0.30806875267899103
920,0.368495477312543
921,0.0
922,0.9089151215024422
923,0.4977801569832655
924,0.48500182447492535
925,1.0
926,0.8469601474586843
927,0.21976317720902777
928,0.2193388207463298
929,0.21410195109832392
930,0.9103459759410004
931,0.8857268170834676
932,0.0
933,0.34855131558234254
934,0.3229134904161176
935,0.32346509736982443
936,0.7524951134572954
937,0.7962938743221578
938,0.23801354026632196
939,0.25497358542016335
940,0.24901801579166055
941,0.3694479441426227
942,0.37706759273968066
943,0.8316878138774093
944,0.8521031924408309
945,0.8647994269618098
946,0.53051487555987
947,0.41460119979592713
948,0.5162961927684747
949,0.6610498884808589
950,1.0
951,0.5
952,0.736525127046225
953,0.6224884156090031
954,0.7418921655412651
955,0.5236604705959841
956,0.7099119867121407
957,0.41496052606062983
958,0.0
959,1.0
960,0.36564020087550025
961,0.3218267229887126
962,0.29222018146179934
963,0.7475723733161461
964,0.7367799460680704
965,0.7528944396580268
966,0.7234079691825771
967,0.7127464177974593
968,0.7223988195239719
969,0.7106647473053654
970,0.6888739229960437
971,0.6876287744718912
972,0.6935711664596204
973,0.6944864451865066
974,0.4485220956141445
975,0.464401118772261
976,0.4601525348042328
977,0.702519354842136
978,0.7199859326881624
979,0.7391511061514099
980,0.7374478598401946
981,0.7397764846051793
982,0.7327329770949482
983,0.7356134583631992
984,0.7355403366085991
985,0.4222331852332248
986,0.42968276581018394
987,0.4144215768560521
988,0.4498911507935337
989,0.46046992122523794
990,0.45582814319537357
991,0.46046992122523794
992,0.0
993,0.5466722774903994
994,0.4703655482766544
995,0.4759653038068139
996,0.3550349151857076
997,0.2696630175650423
998,0.30347528801577756
999,0.43572942480191695
1000,0.37446845569917525
1001,0.3569021806223489
1002,0.3569021806052406
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.28770720192219956
1008,0.2737742993609399
1009,0.4290610565806943
1010,0.32953253460472537
1011,0.4145689930776042
1012,0.2540986522021196
1013,0.3056321880530472
1014,0.476017302251753
1015,0.4460164139547046
1016,0.306363499191479
1017,0.48635860410243814
1018,0.0
1019,0.3563897903005659
1020,0.4354310203194746
1021,0.5346643603415122
1022,1.0
1023,0.5613395468108299
1024,0.4460214920282352
1025,0.4403563594123658
1026,0.0
1027,0.486709578448134
1028,0.0
1029,0.14134627619111528
1030,0.18979898369864678
1031,0.3177689915452644
1032,0.43257254760392433
1033,0.45244058356541095
1034,0.491977327538474
1035,0.692930681811504
1036,0.5481206165752786
1037,0.5
1038,0.43032774259721246
1039,0.6766956303505324
1040,0.06100629926138236
1041,0.7211000721495483
1042,0.6677701420821732
1043,0.6854025970114783
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,1.0
1049,1.0
1050,1.0
1051,0.0
1052,0.1660182563119889
1053,0.2931347698111444
1054,0.14148231070669057
1055,0.43405425452836166
1056,0.4411628216077809
1057,0.3549193469835412
1058,0.47350867095671456
1059,0.36518806410893356
1060,0.4048404811469064
1061,0.5
1062,0.479549940324843
1063,0.17227671923600596
1064,0.37771567244492726
1065,0.25
1066,0.8703535198198186
1067,0.48997776859796005
1068,0.7470923761911185
1069,0.47118117105856433
1070,0.4760748775445638
1071,0.4914206286453422
1072,0.4926223010640221
1073,0.46693406179883096
1074,0.42921192442670153
1075,0.42132933205054596
1076,0.7139306924316609
1077,0.3379134198172873
1078,0.647774419587599
1079,0.48098986915649083
1080,0.5711378200994887
1081,0.0
1082,0.0
1083,0.4795796653059119
1084,0.0
1085,0.5433086244974714
1086,0.5305148756551563
