gene_names,t2ds_pret2ds_pvalue,t2ds_no_t2ds_pvalue,pret2ds_no_t2ds_pvalue
ATXN1,0.21387372944947905,0.014039040199891873,0.5830923149176256
ATXN1L,0.7642864870187946,0.14100724066148929,0.05773092488856993
AVPR1A,0.3577640169690616,0.21900184876337236,0.7806318272820003
AVPR2,0.8092721364627895,0.13647761074692014,0.057917039090937275
AXIN1,1.0,1.0,1.0
AXIN2,0.06764311902653193,0.04367890382571689,0.240705493323023
AZI2,0.04213344189624675,0.20338672616817782,0.46974609842392084
BAD,0.928680803955857,0.9783262625675899,0.6594034131065337
BAG4,0.22052474496084123,0.23049030635184498,0.3346006845836916
BAX,0.5341258833439698,0.09857272511003941,0.6712586631661369
BBC3,0.27527898237892867,0.10005425639808385,0.8836002643520685
BCL10,0.08603241527963895,0.0032344093447943967,0.5041376034669434
BCL2,0.522717469304167,0.9620594033877288,0.19579916586475493
BCL2A1,0.23755019400177907,0.6885247879581031,0.3124111216118693
BCL2L1,0.7452432417596505,0.1742953145361363,0.7534482880208171
BCL2L11,0.6799683835951384,0.673173233365959,0.7448016960114178
BCL3,0.6065274896072702,0.9828200483021555,0.3689118848508633
BCL6,0.5818632745378527,0.45315993936278753,0.03952948879613226
BECN1,0.1579894011966325,0.8665952201724516,0.15888022870118243
BEX3,0.2953098210487758,0.8007248687064195,0.4457015462872234
BID,0.9247117509921577,0.8206105820155193,0.4119221990234426
BIRC2,1.0,1.0,1.0
BIRC3,0.160726876246269,0.9097305749407814,0.10052279429220784
BLNK,0.34368463232775176,0.7687790694478779,0.051274360908319196
BMP6,1.0,1.0,1.0
BMP8A,1.0,1.0,1.0
BMP8B,0.5113620202897969,0.3910137161536525,0.033711928321582964
BMPR1A,0.8210469451311435,0.6693969208585624,0.7601412665564535
BMPR2,0.9418083703353152,0.4726815863251305,0.7816984000789973
BNIP3,0.9025911692509898,0.6712516294795124,0.6955424322553165
BORCS8-MEF2B,0.5760587253225325,0.07631857139296193,0.3891543257480871
BRAF,0.2912438188319573,0.13924973208078836,0.7689093208977492
BRAP,0.1293264133979135,0.008790782781654594,0.19926620131595735
BRCA1,0.2832829188323762,0.016693128294780455,0.00778182546914175
BRCC3,0.8031115644708559,0.07501811924245896,0.27180700167040817
BTK,0.30376235822428765,0.07732450503963992,0.2354731355734781
BTRC,0.35313468957501737,0.22097391767086805,0.5720421751257037
CAB39,0.32119893067184535,0.02976309270668055,0.3456548280271907
CAB39L,0.6422515877471573,0.16730996076569352,0.6793675539823952
CACNA1C,0.7398266225704486,0.6329693032312603,0.19579916586475493
CACNA1D,0.4879508012158093,0.3343193618077938,0.26095911936076693
CACYBP,0.5876375489342285,0.28504675066159113,0.25505494778334614
CALM1,0.1579894011966325,0.8944283236459392,0.16704013887776842
CALM2,0.9504086315397045,0.31553876532953645,0.10761848447149745
CALM3,0.7642864870187946,0.8209239950050817,0.19220641887213197
CALML4,0.3769531020454355,0.03648803745247692,0.6029721652191957
CAMK1,0.13363794198251344,0.08595406637857687,0.8460391245963172
CAMK1D,0.2038465662648402,0.3982864342581919,0.19897765557794478
CAMK2D,0.5113620202897969,0.3868912880718984,0.054909784632573164
CAMK2G,0.1579894011966325,0.36687650775346836,0.44640126355080983
CAMK4,0.4332410359462483,0.9474458158298076,0.4805427111224948
CAMKK2,0.4332410359462483,0.013970310598292802,0.23834191094892893
CAMP,0.21047501047038913,0.5266693831088577,0.21077947356143023
CARD11,1.0,1.0,1.0
CARD14,0.23755019400177907,0.3227407696831012,0.4139570393698056
CARD16,0.5583798026386823,0.5013181487278507,0.3264337961997306
CARD6,0.3969246881851866,0.86333768140718,0.2024752578748472
CARD8,0.7971263433675312,0.6797012957637951,0.7056152157731316
CARD9,0.19774933194541047,0.19042024063598648,0.6649204621100682
CASP1,0.2522532147889991,0.966418173518351,0.11302564958080404
CASP10,0.9742228429184558,0.015277661498756786,0.011159353483567103
CASP3,0.6130074293939959,0.6758841009910761,0.4813486796547165
CASP4,0.7642864870187946,0.7860732121052794,0.12972103372992771
CASP5,0.8261667045097031,0.15836727419610896,0.5589878419294109
CASP7,0.4769016720858721,0.15354912842580193,0.3886720107177526
CASP8,0.7104379056033857,0.3879775274249719,0.1766321771755445
CASP9,0.9134721920827671,0.38761404979353437,0.3471437991071993
CASTOR1,1.0,1.0,1.0
CASTOR2,0.6856730442416888,0.8285608763243613,0.32737804725558645
CAT,0.8752637771074617,0.45119586192302896,0.5178712465958041
CBL,0.522717469304167,0.9670273597785465,0.19926620131595735
CBLB,0.8884418550309717,0.6869787426379558,0.6542029879288042
CCL28,0.6856730442416888,0.44878346728673413,0.9053282559193524
CCL3,0.9206704006166305,0.5457335261940286,0.4310306511755124
CCL3L3,1.0,1.0,1.0
CCL4,0.5520461189691753,0.4277418119867678,0.02134295701466887
CCL4L2,0.0008455398017592093,0.0010816779085442737,0.6805468787591887
CCL5,0.8092721364627895,0.6942426785060561,0.6455672851113853
CCND1,0.8618916498157649,0.8871681993582722,0.5342801315064877
CCND2,0.906668962569541,0.9226030053190876,0.9861897080186623
CCND3,0.36727982845562845,0.21645779966669534,0.6958429783433764
CCNG1,0.5341258833439698,0.057171403700715516,0.4375524089482663
CCNG2,0.2953098210487758,0.030876111471538552,0.7004371834253801
CCR1,0.6365049898184146,0.26542099518670376,0.3816134195377617
CCR10,0.6683056509199464,0.5568358525057909,0.27377846226067354
CCR2,0.47138411339503583,0.3118257711938938,0.9149731795630642
CCR3,0.5054228787904441,0.3143669933279365,0.169630715873106
CCR4,1.0,1.0,1.0
CCR5,0.29946077842025876,0.7994059515846612,0.12631745939884226
CCR6,0.8792804939196781,0.9016462007409831,0.721902330308501
CCR7,0.29946077842025876,0.2337345802925275,0.5444336865538321
CCR8,0.6130074293939959,0.6754966620641414,0.973196482408592
CCR9,0.1579894011966325,0.582024703205159,0.30298927545242743
CD14,0.09940548773114445,0.02831462039154472,0.9783984534411745
CD19,0.40705867390666384,0.8532881217493807,0.4008577314899473
CD22,0.33000490095720986,0.16709771300428794,0.9540107759331133
CD247,0.8354977126190273,0.25135563718854426,0.1908180878187959
CD28,0.7705561074060572,0.7938456899947238,0.6918035065625171
CD36,0.9698955975813839,0.1823315583115665,0.0620204667970891
CD38,0.3769531020454355,0.31868983775035387,0.030082159384927896
CD3E,0.5457497412889383,0.7541500900369219,0.3337762220630379
CD4,0.030853642090465084,0.10187552042348429,0.7498276775081307
CD40,0.5818632745378527,0.23811851499748382,0.10690990742403118
CD40LG,0.3769531020454355,0.02185491019256113,0.32717036541440103
CD72,0.8565168927411101,0.9406994543331715,0.46466047621285433
CD79A,1.0,1.0,1.0
CD79B,0.8668653636305004,0.5174972478359655,0.3947809107881263
CD80,0.6485106223960626,0.7291028043796771,0.2517099692600495
CD82,0.6065274896072702,0.7145379001599674,0.40365401964879966
CD86,0.47138411339503583,0.03994563303700371,0.6493293919377366
CD8A,0.5113620202897969,0.6590288340031838,0.8892543519252536
CD8B,0.16622071114638742,0.15576901375142305,0.6724471855023672
CDC25B,0.4935108967941855,0.21685213901095882,0.6156024413118826
CDC37,0.2450000162574027,0.15594880877184442,0.9403706665793721
CDC42,0.22052474496084123,0.9545844956353924,0.18934515481902822
CDH1,0.5999385400746583,0.22611199220295458,0.9256756551103039
CDK2,0.5284242644797617,0.34653194594194797,0.9018920922445377
CDK4,0.31691149415778574,0.08607948276018365,0.7511894074293426
CDK6,0.01632968297015345,0.0002965267489637157,0.1458124962512118
CDKN1A,0.6799683835951384,0.8963232445656828,0.08406586702438389
CDKN1B,0.7642864870187946,0.31773705774988603,0.45333122765564576
CDKN2A,0.9921946302796675,0.8822828053980939,0.47477491010263767
CDKN2B,0.7104379056033857,0.3080617811350083,0.2823990528943799
CDKN2D,1.0,1.0,1.0
CDON,0.2832829188323762,0.17664718932178758,0.47109864048806405
CEBPB,1.0,1.0,1.0
CFLAR,0.14571676021270855,0.2485033666815822,0.08641572616217828
CHAD,1.0,1.0,1.0
CHD8,0.8031115644708559,0.9656891022710818,0.8340114846083051
CHEK2,0.8792804939196781,0.6298797779429552,0.06538773233999463
CHRM5,1.0,1.0,1.0
CHUK,0.33446411380071556,0.01616044326584826,0.09933767281614792
CIR1,0.6191191932121786,0.1773659186662568,0.13185123541769653
CISH,0.2632761704943477,0.5952616833205747,0.298356208368061
CLEC1B,0.23755019400177907,0.012422361660025766,0.029005841266659792
CLEC4D,0.4659560568284491,0.12633917386164367,0.10292921106088641
CLEC4E,0.7104379056033857,0.7983108270832843,0.6064652533653169
CLEC7A,0.8210469451311435,0.4330621110887079,0.619666180020902
CLIP1,0.8618916498157649,0.09223940176991487,0.20310466052538997
CNR1,0.8668653636305004,0.3152034104013995,0.39289267111320514
CNTF,0.8153282768363468,0.5524436248768486,0.8823746338890719
COL4A3,0.7705561074060572,0.5059459338281939,0.3582527795060076
COL4A4,0.9822158101243837,0.3485393254636781,0.16704013887776842
COL6A1,0.7037350827618197,0.29090423395089854,0.5996182163085872
COL6A2,0.6972559050594622,0.19065782245444082,0.7498276775081307
COL6A3,0.5818632745378527,0.06142726983187483,0.19200294637894877
COL6A6,0.5113620202897969,0.2554166810855452,0.04675559267397056
COL9A2,0.9822158101243837,0.347842617471095,0.36692481864565385
COL9A3,0.906668962569541,0.16325286802820668,0.49634425073239236
COP1,0.22052474496084123,0.9160007229590107,0.1720917243482208
CPT1A,0.9101041900615348,0.3780310726138223,0.02138728798863697
CPT1B,0.69134350934851,0.9051110753362268,0.7338147491646791
CPT2,0.522717469304167,0.8100849591077395,0.34066347017522514
CREB1,0.5054228787904441,0.4538881207186686,0.5244173564280322
CREB3,1.0,1.0,1.0
CREB3L2,0.39193054847575176,0.2894741331606907,0.018623064813800706
CREB3L4,0.4769016720858721,0.5580137302497624,0.11494839590728004
CREB5,0.2832829188323762,0.44229747488692134,0.1910649908955654
CREBBP,0.33000490095720986,0.45239515865412716,0.45760474641937543
CRK,0.0438446423977878,0.6727930492930888,0.05773092488856993
CRKL,0.42793163679541346,0.7460497284743756,0.8809958247447065
CRTC2,0.8092721364627895,0.607040071912394,0.06600571547483591
CSF1,0.979711249641129,0.6540451165924419,0.2908151387979332
CSF1R,0.9989310606191691,0.582024703205159,0.30018134565212334
CSF2RA,0.17975733353758475,0.231963766359049,0.24341563052400508
CSF2RB,0.4123187927393588,0.7644351268079848,0.1908180878187959
CSF3R,0.7037350827618197,0.5417177466994878,0.760935591222178
CSNK1A1,0.2671825440696867,0.4733780317362588,0.3479727844462863
CSNK1A1L,0.5341258833439698,0.989407861241597,0.37561361470663407
CSNK1D,0.5760587253225325,0.2599306386195299,0.3498682601741366
CSNK1E,0.6365049898184146,0.2535359141263118,0.27676517982430554
CSNK1G1,0.9418083703353152,0.7622287118608017,0.43177578257752397
CSNK1G2,0.30376235822428765,0.03633840637752848,0.7317036465765993
CSNK1G3,0.060174748055305316,0.011195062895390058,0.8286271087335946
CSNK2A1,1.0,1.0,1.0
CSNK2A2,0.5935571421356693,0.044958640504292595,0.22066420306526546
CSNK2B,0.43854304691845736,0.7465461141571801,0.10245789159806405
CTBP1,0.3721277241835815,0.13362418633864673,0.44249794125240777
CTBP2,0.2953098210487758,0.22611199220295458,0.3986409325244901
CTLA4,0.9472881614328281,0.30933314094705383,0.6946874114307847
CTNNA1,0.7343603997047338,0.4614117757713658,0.5903776600616882
CTNNB1,0.7104379056033857,0.5024560274337996,0.22565509348255083
CTNNBIP1,0.8618916498157649,0.21259873945861535,0.3655332659755968
CTNND1,0.3769531020454355,0.019293243596647452,0.14687528343172135
CTSB,0.006447413388078437,0.015521262191055601,0.4232745748919476
CTSD,1.0,1.0,1.0
CUL1,0.5935571421356693,0.39661141219844415,0.8071638777365033
CUL3,0.1579894011966325,0.07631857139296193,0.7281738045450744
CX3CR1,0.33900874355293564,0.6188276060955926,0.22472772374810987
CXCL1,0.8453562790586819,0.14916805596624533,0.2114225585494774
CXCL10,0.8210469451311435,0.26993362194554793,0.01958687502430612
CXCL16,0.4491811448049099,0.8463402837786186,0.04905336305759467
CXCL5,1.0,1.0,1.0
CXCL8,1.0,1.0,1.0
CXCR1,0.8210469451311435,0.11921556436613856,0.2010130553521751
CXCR2,0.09940548773114445,0.7282342297101126,0.19873345732222342
CXCR3,0.2558585644316663,0.5419178706674436,0.2780963776652145
CXCR4,0.7104379056033857,0.8338400233663557,0.44767475565400666
CXCR5,0.07015221463835204,0.2954001526678884,0.23762668678779814
CXCR6,0.7104379056033857,0.8303922702043823,0.842201895615956
CYBA,0.46045236311082066,0.8574410867821927,0.15632671398208628
CYBB,0.7288641612191982,0.9097305749407814,0.7247378146177161
CYCS,0.3818741781928359,0.30141074168911647,0.8940376873499742
CYLD,0.8261667045097031,0.04085336352819463,0.14346977505023648
CYP27A1,0.6422515877471573,0.6276490048322237,0.8433620627497014
CYSLTR1,0.7917181018905581,0.042065556007806454,0.17766286263892833
CYSLTR2,1.0,1.0,1.0
CYTH1,0.4491811448049099,0.3164552131017441,0.5663505258774131
CYTH2,0.7398266225704486,0.8120314176629712,0.6310033100633153
CYTH3,0.3624600981486589,0.579694192459711,0.6813919218258262
CYTH4,0.7037350827618197,0.5903281689019918,0.1886163135305007
DAAM1,0.5113620202897969,0.07328808375669393,0.26766671976589873
DAAM2,0.8210469451311435,0.04579767400819003,0.1176349120025272
DAB2IP,0.6422515877471573,0.3511761669276181,0.40224468315663353
DAPP1,0.6065274896072702,0.3152034104013995,0.0749273817082115
DAXX,0.19774933194541047,0.013844431651153065,0.4528862807098481
DBI,0.46045236311082066,0.27063208889556345,0.7443042743893747
DCHS1,1.0,1.0,1.0
DDB2,1.0,1.0,1.0
DDIT3,0.5935571421356693,0.0907000975829354,0.6724471855023672
DDIT4,0.6972559050594622,0.13882964313702845,0.13534999898310165
DDX3X,0.932483203851087,0.4168413071593535,0.04801010929515015
DEPDC5,0.11448514639432146,0.024821771823989126,0.5604694743847344
DHX33,0.5170607810483804,0.21900184876337236,0.05571401009474322
DHX58,0.7814868595071947,0.9168260770679805,0.2862066665882718
DIAPH1,0.5702699350901674,0.2874181587731722,0.057824455660764995
DLG1,0.4019004035471444,0.5662319627667939,0.6385240844321451
DLG3,0.7288641612191982,0.6464336301851228,0.39996307668344944
DLG4,0.4548053183547849,0.39661141219844415,0.3976245422573468
DLG5,0.6422515877471573,0.29090423395089854,0.26994066859055615
DLL1,0.01524772870209372,0.4726815863251305,0.036995232197242385
DNM1L,0.8668653636305004,0.8262697649651634,0.4805427111224948
DOCK2,0.522717469304167,0.18197280735111235,0.48045090920077455
DOCK4,0.5935571421356693,0.779991586186946,0.8993490343974685
DTX1,0.8400775758556747,0.4194637169312327,0.2114225585494774
DTX2,0.9658322133411601,0.5405594643236015,0.19443279842771624
DTX3,0.7705561074060572,0.4392370394092683,0.27492540293601697
DTX3L,0.3769531020454355,0.8288707552211579,0.09345767369527255
DTX4,0.522717469304167,0.2624500189511267,0.8648847453205434
DUSP1,0.7343603997047338,0.0915293819869306,0.03100916726410238
DUSP10,0.47138411339503583,0.2414696007852875,0.3130285112105471
DUSP16,0.3818741781928359,0.02553910334573556,0.1540382917974228
DUSP2,0.8836325288548256,0.755687579860775,0.9854102354530816
DUSP3,0.6065274896072702,0.24272165330802176,0.28023132172521875
DUSP4,0.23390418295758986,0.010178304123186889,0.7550970325284918
DUSP5,0.6551598277788772,0.3833333971154555,0.20522894942230416
DUSP6,0.5935571421356693,0.22294612738949504,0.9638262087852407
DUSP7,1.0,1.0,1.0
DUSP8,0.16887561203626492,0.33627415333917454,0.4609732943880626
DVL1,0.5702699350901674,0.5986630321483226,0.5803307768118698
DVL2,0.46045236311082066,0.008682280993079683,0.05017911222771744
DVL3,0.5876375489342285,0.006754776512226658,0.0718581969493854
E2F4,0.7104379056033857,0.7472423856724785,0.4595839956379057
E2F5,0.1293264133979135,0.24242581800755592,0.6831802017656996
EBAG9,0.7642864870187946,0.8435449310329713,0.14438494580240843
ECSIT,0.3721277241835815,0.4817904493374939,0.052198043082328206
EDA,0.5583798026386823,0.24242581800755592,0.2283846106501898
EDAR,0.9025911692509898,0.27417989241551005,0.18664200209164822
EDARADD,0.14085048571043557,0.029076260029896932,0.7229963412614024
EEF2,0.8711827352213887,0.7973091803576025,0.5726354032621233
EEF2K,0.3577640169690616,0.7973091803576025,0.6501307365785061
EFCAB7,0.014565927636070996,0.40562590212408456,0.05229166220018669
EFNA4,0.9592419707694295,0.37592335387058823,0.7561019986230294
EGF,0.6972559050594622,0.5869483725985262,0.7683770590980576
EGLN1,0.95349173949055,0.6636164494559019,0.23652453409676097
EGLN2,0.6683056509199464,0.43157771955631513,0.4510480208691496
EGLN3,0.30376235822428765,0.6333578306734716,0.0035499419525241304
EGR1,0.4491811448049099,0.23729484413201446,0.4116388529845965
EGR3,0.6130074293939959,0.2382593594833412,0.21645768206602892
EI24,0.22052474496084123,0.030089756976708428,0.29517061478445716
EIF4B,0.32119893067184535,0.026742470440879056,0.6414889067975813
EIF4E,0.23755019400177907,0.7905810940853186,0.3848787945843509
EIF4E2,0.38689042041967664,0.09624378141490071,0.7822197352921453
EIF4EBP1,1.0,1.0,1.0
ELAVL1,0.9025911692509898,0.2844279711092744,0.19988851018169038
ELK1,0.9101041900615348,0.20338672616817782,0.36917941890184086
ELK4,0.5113620202897969,0.05290719859782092,0.8462737260997321
ELMO1,0.9888252067913242,0.5132540780156092,0.25258685190518326
ELOB,0.9951141886012665,0.554266736015516,0.6232006004070673
ELOC,0.05247682001680105,0.0514341965921299,0.46061133090467504
ENO1,0.6683056509199464,0.7409233460672918,0.3379279864488233
ENO2,0.9742228429184558,0.4817904493374939,0.4029872784522199
ENO3,0.20711153990372982,0.015459603024325698,0.8795589517685026
EP300,0.8565168927411101,0.49425443130477736,0.7290075153003913
EPOR,0.6551598277788772,0.1908340433927836,0.11043145316057096
ERBB2,0.12299039135237938,0.1328068685404976,0.21098087104773058
ERBIN,0.8565168927411101,0.5241319411388252,0.4370049782877518
EREG,0.8836325288548256,0.7680828550846049,0.4240384039144949
ESR1,0.9504086315397045,0.31368190957172665,0.18686003668487558
ESR2,0.4332410359462483,0.07680045540659156,0.31998939713780067
ETS1,0.7705561074060572,0.6055332408617166,0.7758647644690682
ETS2,0.9592419707694295,0.03149160547245004,0.02621782685905526
EVC,0.5284242644797617,0.6368483819686451,0.9709114453417145
EVC2,0.23040052541469294,0.06489560604275517,0.08761303567507847
EVL,0.7343603997047338,0.03475500027731106,0.05571401009474322
EXOC2,1.0,1.0,1.0
EXOC7,0.522717469304167,0.14384494432183997,0.4441056650033462
F2R,1.0,1.0,1.0
F2RL3,0.1383880197722755,0.10329467358460898,0.4195600288074496
FADD,1.0,1.0,1.0
FADS2,0.6683056509199464,0.6980313436383451,0.20132823858175453
FARP2,0.17412266237529717,0.1630205619266573,0.26455207993412155
FAS,0.29946077842025876,0.20633728198634405,0.2971096068579571
FASLG,0.8031115644708559,0.31836815786192973,0.1570703723526019
FASN,0.8031115644708559,0.5730106980127034,0.1258466600538383
FAT4,0.8884418550309717,0.41908999086254084,0.8136984550404809
FBP1,0.9167712700524199,0.5730106980127034,0.1315059443378933
FBXO25,0.3721277241835815,0.42135986940252057,0.4297287144964431
FBXO32,0.539767148095913,0.8225126129301449,0.4883472568905383
FBXW11,0.20711153990372982,0.42567504319195215,0.0030586877768041462
FCER1A,0.40705867390666384,0.6298797779429552,0.31772837153626154
FCER1G,0.4491811448049099,0.2778767970737577,0.6872332773616064
FCGR2B,0.5284242644797617,0.23758766596837114,0.6877642702118022
FFAR2,0.3769531020454355,0.1304127856875206,0.6211547422395164
FGFR1,0.5702699350901674,0.09890043068526053,0.21484812557280475
FGFR2,0.8752637771074617,0.31368190957172665,0.6550371786559134
FGR,0.32119893067184535,0.735005185955849,0.03556498064657426
FHL1,0.27120714905997395,0.8379275068440379,0.15766165250125444
FLCN,0.021369588458375936,0.01373665222856827,0.7755668881930372
FLNA,0.4879508012158093,0.04503391460589991,0.16170512619648755
FLNB,0.9982745810845396,0.5005448713055108,0.3474208317958569
FLOT1,0.36727982845562845,0.01959839006547998,0.15938293822242072
FLOT2,0.46045236311082066,0.2036561469914226,0.3687127942980301
FLT1,0.3769531020454355,0.37592335387058823,0.8258424567320926
FLT3,0.15279297713350182,0.1406277463476319,0.9249806860162842
FLT3LG,0.34368463232775176,0.059360237270474965,0.472676329378177
FLT4,0.8308583759069824,0.3435245764428649,0.07680646833903675
FMOD,0.9101041900615348,0.08078458233149724,0.023763068900511598
FN1,0.7814868595071947,0.0028370472525732966,0.007893377584105854
FNIP1,0.9101041900615348,0.9084197618990054,0.9388170584603367
FNIP2,0.48244414774636185,0.07133596754016056,0.3593775885876961
FOS,0.05797527618284998,0.013516448634141495,0.4161150466681427
FOSB,0.6856730442416888,0.4682010405408621,0.021889827501037844
FOXO1,0.8261667045097031,0.9741181811792551,0.5271723694801044
FOXO3,0.9676770721842997,0.8704964947502435,0.9382465328461654
FOXO4,0.32556752345556134,0.8415979843613716,0.35024509163625656
FPR1,1.0,1.0,1.0
FRAT1,0.3624600981486589,0.21900184876337236,0.02952953849378109
FRAT2,0.5457497412889383,0.10247907865098918,0.43024510234474
FRS2,0.09106495142476377,0.272443961727962,0.1654338788419983
FXYD2,0.9134721920827671,0.5132540780156092,0.14313119417910067
