Actual_From,Actual_To,Weight
14,795,1.0
14,796,0.903367309247369
14,797,0.8730408528495076
14,1239,0.0
15,795,1.0
15,796,0.9070114431767539
15,797,0.8777236760784427
15,1239,0.0
16,19,0.595228661232931
16,124,0.24314299496181815
16,731,0.011575097036292406
16,733,0.021414497052349844
16,734,0.01783294748044896
16,735,0.024298134288608494
16,736,0.0
16,737,0.018165368312637504
16,813,1.0
16,1195,0.3025881151009009
16,1196,0.07577141972653156
16,1197,0.06471600187768542
16,1199,0.27873117538410935
16,1201,0.26039481530198566
17,1196,1.0
17,1197,0.0
18,1196,1.0
18,1197,0.0
19,1196,1.0
19,1197,0.0
20,1196,1.0
20,1197,0.0
21,838,0.0
21,839,1.0
21,840,0.04273057878538075
22,999,1.0
22,1000,0.0
23,999,0.0
23,1000,1.0
24,999,0.0
24,1000,1.0
25,999,0.0
25,1000,1.0
26,999,1.0
26,1000,0.0
28,147,0.0
28,953,1.0
28,1238,0.7490823712378246
29,147,0.0
29,953,1.0
29,1238,0.8379275617839542
30,466,1.0
30,468,0.0
30,469,0.393975962844145
31,466,1.0
31,468,0.0
31,469,0.25010649406126795
32,464,0.0
32,465,1.0
33,460,0.2241635262701675
33,461,0.18109509223897288
33,462,0.13971654584765536
33,468,0.0
33,1339,1.0
34,464,0.0
34,465,0.00600866130566844
34,466,1.0
34,469,0.4258437819495602
35,464,0.0
35,465,0.006757368098928951
35,466,1.0
35,469,0.6444721451374394
36,279,0.0
36,1178,0.0
37,910,0.0
37,911,1.0
37,912,0.8201457775382072
37,914,0.08301209141977348
37,915,0.9038538850780898
37,916,0.5933525737518589
38,297,0.1411979230514773
38,321,1.0
38,627,0.00805587675590394
38,910,0.0024410272861609726
38,911,0.007987593950190483
38,912,0.00670259507066347
38,914,0.00224434888123065
38,915,0.007542890503351787
38,916,0.005308993033341782
38,933,0.04673910081848319
38,934,0.011942456298695902
38,935,0.0
38,936,0.7242521741796012
38,937,0.5960894154216206
38,938,0.05903731118603362
38,939,0.05676733927863089
38,940,0.025761102170359217
38,1008,0.17094316493552839
39,98,0.981108171388588
39,99,1.0
39,290,0.0
39,291,0.005273256353485629
39,393,0.29563935163873567
39,496,0.900570153225055
39,685,0.45741403544437237
39,686,0.06481451185033696
39,687,0.0887826329879036
39,688,0.8423469144718946
41,1040,0.0
42,43,0.3000581896660974
42,69,0.23204634279949812
42,70,0.08217627534775163
42,71,0.3433724139356337
42,103,0.3610470750041939
42,108,0.007238754487193523
42,129,0.9967415023852477
42,162,0.660011400092471
42,215,0.1694142590683991
42,216,0.3308152857188202
