Actual_From,Actual_To,Weight
14,795,0.11401171361538462
14,796,0.11570451095192308
14,797,0.11588852323076923
14,1239,0.0732717089423077
15,795,0.11486515886538462
15,796,0.11689269960576923
15,797,0.11708953779807693
15,1239,0.07398421824038462
16,19,0.31146818932692305
16,124,0.15317129674038463
16,731,0.047615354836538455
16,733,0.036474751278846154
16,734,0.03764358632692308
16,735,0.03550908468269231
16,736,0.04402538989423077
16,737,0.03763757309615385
16,813,0.4863406708653846
16,1195,0.15898533307692306
16,1196,0.0691266885
16,1197,0.0653383975
16,1199,0.15734968673076924
16,1201,0.13713629325
17,1196,0.07109999750961539
17,1197,0.06718780027884616
18,1196,0.06959599006730768
18,1197,0.06566487786538461
19,1196,0.06848679043269232
19,1197,0.06473513267307693
20,1196,0.0715025276923077
20,1197,0.06759160153846154
21,838,0.07519013796153846
21,839,0.06485002242307693
21,840,0.07586232985576923
22,999,0.20234003442307694
22,1000,0.2036713241346154
23,999,0.1981041741346154
23,1000,0.19698928423076925
24,999,0.19916698903846156
24,1000,0.19913041798076922
25,999,0.19942993884615384
25,1000,0.19906086471153847
26,999,0.20095886432692306
26,1000,0.20114811471153848
28,147,0.14822151034615386
28,953,0.20685811375000002
28,1238,0.23315824692307693
29,147,0.15131049924038462
29,953,0.20836090778846156
29,1238,0.23912533259615387
30,466,0.1779730756730769
30,468,0.033705134596153846
30,469,0.049179853576923074
31,466,0.17243918178846154
31,468,0.03355037646153846
31,469,0.049765211826923075
32,464,0.03871576407692308
32,465,0.038215079711538466
33,460,0.10198696466346154
33,461,0.08941788804807692
33,462,0.10470423366346153
33,468,0.034014790846153845
33,1339,0.36736437365384617
34,464,0.03865650979807692
34,465,0.038049706807692305
34,466,0.17569757114423076
34,469,0.049080623865384615
35,464,0.03893948490384615
35,465,0.038393214567307696
35,466,0.17216550613461537
35,469,0.05028984253846154
36,279,1.0
36,1178,1.0
37,910,0.03684349404807692
37,911,0.026517595124999998
37,912,0.027134303576923077
37,914,0.02996335641346154
37,915,0.02725463975961538
37,916,0.028890903913461538
38,297,0.17195149596153847
38,321,1.0
38,627,0.023734030836538463
38,910,0.04115421077884615
38,911,0.027918864153846153
38,912,0.02865043270192308
