Actual_From,Actual_To,Weight
14,795,0.10617718577941178
14,796,0.10658540188823529
14,797,0.10710965255
14,1239,0.07184213055000001
15,795,0.10509293537647058
15,796,0.10573210881176469
15,797,0.10613193840882354
15,1239,0.07120873115294117
16,19,0.30691454628235293
16,124,0.15516156981470589
16,731,0.036630759920588236
16,733,0.03491085797352941
16,734,0.03546209822352941
16,735,0.03320023547352942
16,736,0.03653662780294118
16,737,0.03599179657941177
16,813,0.5065478887647059
16,1195,0.1670358250735294
16,1196,0.0679875322
16,1197,0.06290026646764706
16,1199,0.15354888982647058
16,1201,0.14101027022058824
17,1196,0.06067555284411765
17,1197,0.05629020565294118
18,1196,0.06299398692941176
18,1197,0.05851112115882353
19,1196,0.06404908725882354
19,1197,0.05943366396470588
20,1196,0.062362935526470584
20,1197,0.05790085309117647
21,838,0.07312162729411764
21,839,0.07281971959117647
21,840,0.07704269567352942
22,999,0.21048744577352937
22,1000,0.21748807327058825
23,999,0.19226650210588236
23,1000,0.18666398414117646
24,999,0.19901042217647058
24,1000,0.19902739576470588
25,999,0.19771931289117645
25,1000,0.19569028241470587
26,999,0.2005163173117647
26,1000,0.2011302631411765
28,147,0.15268834444117646
28,953,0.21371166178235296
28,1238,0.2289805807705882
29,147,0.1520561716147059
29,953,0.20233395570588236
29,1238,0.22699892778529412
30,466,0.15150996415294118
30,468,0.02927957031617647
30,469,0.049900715170588236
31,466,0.16663458207058826
31,468,0.030724495497058822
31,469,0.055552103476470584
32,464,0.035397248947058826
32,465,0.03547693887058823
33,460,0.0927285635117647
33,461,0.07748219180588235
33,462,0.07963665824411766
33,468,0.029446856805882347
33,1339,0.32046352523529414
34,464,0.03596547704058824
34,465,0.0356828807867647
34,466,0.16223910718235296
34,469,0.05234916088617647
35,464,0.034795419779411765
35,465,0.035621337361764704
35,466,0.17177814705294117
35,469,0.05676573905882354
36,279,1.0
36,1178,1.0
37,910,0.02795101370882353
37,911,0.02302290472647059
37,912,0.023316805902941176
37,914,0.02401140495
37,915,0.023439117536764704
37,916,0.024020106547058825
38,297,0.15646843456764706
38,321,1.0
38,627,0.021072565711764708
38,910,0.030356441101470587
38,911,0.023617211029411767
38,912,0.023888067504411765
38,914,0.024405460244117643
38,915,0.024246267763235296
38,916,0.024890533905882355
38,933,0.02471893385297059
