Actual_From,Actual_To,Weight
14,795,0.14541622807745094
14,796,0.1452026481024509
14,797,0.145570738817647
14,1239,0.09807536286284309
15,795,0.1382239567284313
15,796,0.13812960962549012
15,797,0.13840088279509802
15,1239,0.092561357670098
16,19,0.3503275766186274
16,124,0.16948898560588233
16,731,0.06329358761950978
16,733,0.07092998764440583
16,734,0.07235436593274507
16,735,0.0716222959805735
16,736,0.06592255893547053
16,737,0.06319196005541171
16,813,0.49873631042463723
16,1195,0.22922409819799408
16,1196,0.12006329443826465
16,1197,0.11764518289656857
16,1199,0.23069337340676468
16,1201,0.2232206481356176
17,1196,0.09005716869499995
17,1197,0.08708545848322542
18,1196,0.12392814238539211
18,1197,0.12114042735794113
19,1196,0.10156054274352937
19,1197,0.09893253519549013
20,1196,0.10280190953674506
20,1197,0.0999487020061372
21,838,0.14397320745248032
21,839,0.13873095915696074
21,840,0.14686609424242153
22,999,0.21189560275127448
22,1000,0.21615303442196074
23,999,0.19398905299019606
23,1000,0.19054782139803916
24,999,0.1949810828034313
24,1000,0.19551707746882344
25,999,0.19824650376176467
25,1000,0.19741840548852937
26,999,0.20088775838529405
26,1000,0.2003636607245098
28,147,0.16584610267323524
28,953,0.2729381063460784
28,1238,0.2816604878111078
29,147,0.15514884849343136
29,953,0.2509115740264705
29,1238,0.2630976197463137
30,466,0.1597520523477421
30,468,0.053293741526450895
30,469,0.0821436903656274
31,466,0.16689901960624112
31,468,0.04343015717826957
31,469,0.07942270009824703
32,464,0.04801743384644653
32,465,0.0485562972757237
33,460,0.18031774547284316
33,461,0.11182254945467641
33,462,0.11121473642501956
33,468,0.03908509032952063
33,1339,0.5805046873431373
34,464,0.06411643694118059
34,465,0.06707223715285573
34,466,0.1762942925409706
34,469,0.09542534961155846
35,464,0.0534792317933627
35,465,0.055256394790088204
35,466,0.18550177213441174
35,469,0.09234037789163234
36,279,1.0
36,1178,1.0
37,910,0.055687310492548964
37,911,0.06402789762929408
37,912,0.0626934606403431
37,914,0.054592519242548966
37,915,0.0636879411018627
37,916,0.06342332845849016
38,297,0.20562105593254898
38,321,1.0
38,627,0.048809796617676426
38,910,0.049401355651813667
38,911,0.0557726732481372
38,912,0.05487780577105877
38,914,0.04921990241676467
38,915,0.0551662417169313
38,916,0.05527234467508816
38,933,0.09318065752824504
38,934,0.09814910153725485
38,935,0.10592615428324505
38,936,0.598689037572549
38,937,0.5967113487647059
38,938,0.17037828148196074
38,939,0.1540814059005882
38,940,0.1281662081378333
38,1008,0.20224474043725485
39,98,0.6574012455392156
39,99,0.6520122640980391
39,290,0.0723076858940588
39,291,0.07192541781297053
39,393,0.5023300155
39,496,0.736211990352941
