"","Actual_From","Actual_To","Weight"
"5937",877,570,0.965921585860953
"5938",877,571,0.687088932332083
"5943",877,576,0.949813254167453
"5945",877,578,0.952002143758114
"5949",877,669,0.869339383553572
"5950",877,785,0.98626967201273
"5954",878,259,0.983140971793098
"5955",878,381,0.94387321707365
"5956",878,410,0.95294153146303
"5957",878,411,0.920762054054046
"5959",878,420,1
"5960",878,422,0.962057475670337
"5961",878,546,0.926716026893417
"5965",879,259,0.993367167996759
"5966",879,381,0.949273411845029
"5967",879,410,0.950871634794763
"5968",879,411,0.939549428188113
"5970",879,420,1
"5971",879,422,0.963088086211859
"5972",879,546,0.945581458215623
"6000",883,881,1
"6001",883,882,1
"6017",885,179,0.996533263135664
"6018",885,180,0.976526217307664
"6019",885,181,1
"6020",885,182,0.961172445454916
"6021",885,183,0.958351295580204
