Actual_From,Actual_To,Weight
14,795,0.9874163995969216
14,796,1.0
14,797,0.9988318857898876
14,1239,0.0
15,795,0.985098561880331
15,796,1.0
15,797,0.9968768178056469
15,1239,0.0
16,19,0.47689054876977494
16,124,0.21897691306775605
16,731,0.0009170726318625888
16,733,0.0
16,734,8.884400545873772e-05
16,735,7.042800679468039e-05
16,736,0.00017730176729904054
16,737,0.0013033943436610675
16,813,1.0
16,1195,0.22654103188967153
16,1196,0.05323421259072737
16,1197,0.04449251825235706
16,1199,0.22825372729743415
16,1201,0.19816574199574635
17,1196,1.0
17,1197,0.0
18,1196,1.0
18,1197,0.0
19,1196,1.0
19,1197,0.0
20,1196,1.0
20,1197,0.0
21,838,1.0
21,839,0.9023929859157295
21,840,0.0
22,999,0.0
22,1000,1.0
23,999,0.0
23,1000,1.0
24,999,1.0
24,1000,0.0
25,999,1.0
25,1000,0.0
26,999,0.0
26,1000,1.0
28,147,0.0
28,953,0.7884546829525878
28,1238,1.0
29,147,0.0
29,953,0.7416963418294711
29,1238,1.0
30,466,1.0
30,468,0.0
30,469,0.12396636025215801
31,466,1.0
31,468,0.0
31,469,0.14983423620695782
32,464,1.0
32,465,0.0
33,460,0.19576400232448515
33,461,0.17614830687325667
33,462,0.18141764276200603
33,468,0.0
33,1339,1.0
34,464,0.01466652927518481
34,465,0.0
34,466,1.0
34,469,0.05991805330215908
35,464,0.002276661593909222
35,465,0.0
35,466,1.0
35,469,0.08686415591031224
36,279,0.0
36,1178,0.0
37,910,0.0
37,911,0.3052204948654577
37,912,0.41682253237223366
37,914,1.0
37,915,0.14178361797552597
37,916,0.2496521354652927
38,297,0.13509751546118948
38,321,1.0
38,627,0.0
38,910,0.0005835387418328066
38,911,0.0016708127968367067
38,912,0.0018261166580830655
38,914,0.002605238514470767
38,915,0.001326320576596775
38,916,0.001542010360669404
38,933,0.010842814151937058
38,934,0.008587428388367355
38,935,0.008462072654462239
38,936,0.3350139557069575
38,937,0.33349887480217566
38,938,0.0831880745088881
38,939,0.02738095667124745
38,940,0.028254944453701785
38,1008,0.1358251128421635
39,98,0.9310579003076735
39,99,0.9306229256012678
39,290,0.0
39,291,0.00013394636021745704
39,393,0.29489149167656553
39,496,1.0
39,685,0.4905404499724225
39,686,0.06409932142921543
39,687,0.08441734453126848
39,688,0.998110326624186
41,1040,0.0
42,43,0.29147955189110236
42,69,0.1533114762735691
42,70,0.06297626197097227
42,71,0.279226260497037
42,103,0.23431976555304226
42,108,0.0
42,129,0.9996648033047683
42,162,0.5705921408403777
42,215,0.10463416700323232
42,216,0.2650635227741674
42,227,0.11040474769337402
42,249,0.1883457281541026
42,250,0.20636194155785692
42,251,0.1067681291246459
42,252,0.14525492991383882
42,253,0.1027576385157426
42,429,0.0459203893685918
42,430,0.04082368434707135
42,431,0.056982898320207184
42,498,0.9905579033334089
42,499,0.18002833389948028
42,549,0.07593575261952942
42,551,0.0639913973650597
42,710,0.18265192528572397
42,723,0.35757132121250396
42,726,0.9890669050415385
42,731,0.031988821006471053
42,737,0.032766089274265435
42,752,0.4110798827723132
42,789,0.08184018622760589
42,819,0.039121568272038706
42,821,0.1860406805419882
42,822,0.36037169574529293
42,823,0.35889249669175444
42,837,0.09757669282827264
42,844,0.7515437323125509
42,872,0.3211851748208027
42,887,0.34381175432425937
42,960,0.5388237950750168
42,961,0.41015328175546967
42,962,0.3767988946450731
42,966,0.9912085602650595
42,967,0.9969249506690554
42,968,1.0
42,969,0.9921139172464113
42,1054,0.08519285239846869
42,1092,0.030878802000322492
42,1259,0.9903740788473117
42,1260,0.22695236293102974
42,1340,0.14181204669757103
42,1341,0.12144349285259251
43,369,0.4520849992418704
43,789,0.0
43,1121,0.19759589936967598
43,1122,0.17987760249986653
43,1123,0.2630157712379034
43,1348,1.0
44,43,0.2906893478814047
44,69,0.15399214168160136
44,70,0.0639294353783988
44,71,0.27657233851316515
44,103,0.23364069297287426
44,108,0.0
44,129,0.9961050100706783
44,162,0.5701645974481799
44,215,0.10571415410400213
44,216,0.266239001742527
44,227,0.11216067671791731
44,249,0.19100684501974308
44,250,0.20879787073998846
44,251,0.10804753436852177
44,252,0.14683210630646887
44,253,0.10359500766972263
44,429,0.046542845795966445
44,430,0.04151242895425852
44,431,0.05825994980091668
44,498,0.9994813832879638
44,499,0.18141402236352297
44,549,0.07717489852312626
44,551,0.06499442358902907
44,710,0.1833864217355077
44,723,0.35942492103691126
44,726,1.0
44,731,0.03284794143065876
44,737,0.03359678544387297
44,752,0.41544414511934924
44,789,0.08331424021460222
44,819,0.03998676536842709
44,821,0.1876689889506219
44,822,0.3645956451037514
44,823,0.3626193868442795
44,837,0.09915357582006983
44,844,0.7579886259352373
44,872,0.3250341652747277
44,887,0.3450560034674168
44,960,0.5417201667637462
44,961,0.4092606762632145
44,962,0.37766321706806333
44,966,0.9984744288805657
44,967,0.9942852275595894
44,968,0.9952649603070026
44,969,0.9963608022334736
44,1054,0.08485403037294371
44,1092,0.03153086367464446
44,1259,0.9997233031608422
44,1260,0.22925248317833347
44,1340,0.1436212313022225
44,1341,0.12330166352059588
45,43,0.29155461859130344
45,69,0.15133143971861512
45,70,0.0643572754370637
45,71,0.28069916345388557
45,103,0.2336524661548806
45,108,0.0
45,129,0.9925209299740926
45,162,0.5690140332346314
45,215,0.10476975669977101
45,216,0.2669151317792489
45,227,0.1134322136855756
45,249,0.19084102821057045
45,250,0.2084972654162306
45,251,0.10753090843059476
45,252,0.1462078478668408
45,253,0.10226469803745879
